V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
2000,12196,0,69,2000,0,0,15750,13985,0,19220,1000,17434,2000,0,2000,0,605,17822,50000
2200,11276,0,56,0,2,2,11528,10803,0,13508,700,13524,1204,2,500,1,0,13149,20000
10000,233918,0,59,8357,0,0,236564,235404,0,146440,20000,241075,10001,0,10000,0,5000,132290,240000
0,19820,0,21,2000,0,0,20997,19277,2,20000,0,20200,5000,0,0,2,0,0,20000
2000,51083,2,22,3500,0,0,98450,50043,0,19773,1000,48689,1000,0,900,0,900,19931,50000
2000,67873,0,23,2000,0,0,49992,49285,0,36426,2000,35518,1600,0,1500,0,2000,37836,100000
12948,892,-1,54,21690,-1,0,31632,21674,0,948,0,13264,32264,0,0,-1,17370,18002,60000
2000,117160,0,25,70,2,0,79889,92262,0,55511,0,66828,8000,0,1346,1,3000,21938,120000
1344,3448,0,32,1230,0,2,5326,4460,0,7417,66,6574,1096,0,1187,0,285,2246,20000
3300,17077,2,26,1000,3,2,16940,17504,2,18646,700,19621,0,2,0,1,1200,19022,20000
1300,15524,0,24,1300,0,0,17596,16558,0,18997,800,18589,1310,0,700,0,1000,18705,50000
1400,6122,0,25,1300,0,0,8185,7160,0,9483,600,9286,1300,0,500,0,600,9780,30000
4000,8525,0,25,1500,0,-1,5239,5141,0,17890,0,7911,5000,0,2000,0,22400,10000,10000
120000,17635,0,23,135018,0,0,147474,151686,-1,8173,3684,7474,3000,0,823,2,80000,87500,150000
800,15846,2,24,1000,3,2,17325,16283,2,17756,800,17542,1600,2,800,3,700,18023,20000
1363,898,0,25,2000,0,-1,170,2686,-1,10484,24262,1363,0,-1,11422,-1,12455,12455,160000
1200,38344,2,24,0,3,2,38862,37433,3,39408,1396,39125,2335,2,1225,4,2300,40925,40000
1000,44630,0,25,1200,2,-2,40686,44802,0,0,0,7710,1200,0,0,2,0,0,50000
820,22422,2,25,2600,2,0,26087,24334,2,25563,1678,26184,2441,2,0,2,851,26099,30000
1003,48019,0,26,2072,0,0,49689,48992,0,9454,100,31368,1769,0,189,0,120,6020,50000
7608,277815,0,26,12596,0,0,253365,285477,0,195058,6902,221167,11320,0,6628,0,7004,189623,280000
6094,126725,0,26,6005,0,0,129327,128206,0,127699,4350,130136,6005,0,4161,0,5021,124623,500000
1051,2393,-1,28,1731,-1,-1,1602,1726,-1,3564,1703,1040,1606,-1,3574,-1,2036,2031,200000
2697,22284,0,27,0,2,2,22981,21637,0,24309,0,24996,1682,2,0,1,3219,26980,30000
1000,3462,3,27,900,3,2,3940,4150,2,4500,433,4720,0,3,0,4,0,4282,10000
1294,49684,0,27,1961,0,0,37636,45435,0,28133,849,32034,2075,0,999,0,934,23860,50000
2000,27889,0,26,2875,0,2,24706,26990,0,26405,2500,25022,4900,0,2100,0,0,25861,30000
4000,7562,0,29,3500,0,0,14101,10609,0,18914,4000,17523,4000,0,2000,2,10000,28516,150000
2100,20528,2,29,3100,0,2,22317,22973,0,26644,3000,24047,0,0,3000,0,0,26079,40000
0,2300,2,30,0,2,7,2300,2300,7,2300,0,2300,0,7,0,3,0,2300,10000
780,390,-1,29,0,-1,-2,390,0,-1,0,0,780,780,-1,0,-1,0,0,240000
0,82150,-2,29,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,80000
3000,72610,0,28,3500,0,0,74331,72596,0,78244,3000,75491,3500,0,4000,0,3000,77478,100000
3204,91930,2,28,3500,2,0,91325,93363,0,52925,2511,93195,0,0,2003,3,2013,52990,70000
1225,264,-1,29,678,-1,0,-571,678,-2,137158,3900,-1796,571,-1,140597,-1,6000,139345,490000
1000,15934,0,29,1329,0,0,16023,15028,0,12377,0,11631,1324,0,2000,0,1000,4830,20000
14968,783,-1,29,2838,-1,0,1357,2830,-1,13459,205,14959,1359,0,2022,-1,110142,115990,290000
9412,60068,0,29,2500,0,0,41265,50636,0,11314,500,49072,2626,0,500,0,1000,11816,200000
1720,1123,0,29,82694,-1,0,67823,82556,0,61884,1907,61918,1939,0,1712,0,1766,61911,400000
1447,27653,0,31,0,2,0,26856,26703,0,27480,1042,27844,1459,0,983,1,1023,28061,80000
0,150,2,28,0,2,-1,150,150,2,150,0,150,0,2,0,3,1150,1150,20000
1127,9073,0,29,1120,0,0,7385,9036,0,7817,369,7665,1117,0,279,0,289,7981,10000
1000,2918,0,29,1500,0,2,5670,4204,2,7159,1500,6416,1700,2,1000,2,1000,7904,10000
7000,79048,0,29,3000,0,0,78311,80676,0,79306,3200,80777,3100,0,3200,0,3500,79195,80000
6332,69578,0,29,0,2,4,68782,67871,0,79128,0,73955,2600,2,7000,2,5000,82275,80000
2500,229780,0,31,2000,0,0,32868,31275,0,173487,6100,34292,2100,-1,185957,0,6500,177195,280000
2500,228,0,31,2955,0,0,5455,3183,0,6354,1500,7629,2500,0,2526,-1,2000,4655,50000
0,37639,0,32,1650,0,0,43427,38659,2,42344,1600,42421,5400,0,1662,0,1717,43229,80000
3377,8099,-1,29,3447,-1,-1,2249,3432,-1,-33,2795,3367,2261,-1,0,-2,11235,11202,200000
2798,73561,2,27,3500,2,0,68392,70071,0,67790,3000,69435,0,0,3500,2,2627,69248,130000
1135,9937,0,39,0,2,0,10633,9629,0,10570,1000,10649,1175,0,1000,1,1000,10481,150000
5000,106799,2,35,11003,0,2,117678,116015,2,120794,5300,119245,5000,2,5000,0,5100,123796,320000
1300,30559,2,32,2000,2,2,32847,31753,2,33755,1500,33308,1900,2,1300,2,1500,34565,50000
1400,30190,0,34,1818,0,0,30569,31179,0,26952,0,28659,2002,0,600,0,1000,15852,130000
35153,73936,0,30,40000,0,0,174837,106903,0,61474,88,81376,85756,0,4236,0,6080,27864,250000
1200,19650,0,48,1500,0,3,23860,20817,2,25776,0,24372,3400,2,2100,0,0,25088,30000
325,325,-1,40,325,-1,-1,325,325,-1,325,325,325,325,-1,325,-1,325,325,210000
5040,19606,0,32,5027,0,0,16481,18516,0,7538,501,12518,3053,0,1000,0,1016,5854,50000
1000,41986,0,40,1455,0,-1,23283,31059,0,23516,4316,11523,1278,0,235,0,1600,1600,70000
0,1640,-2,44,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,200000
0,10960,2,46,0,2,2,13108,10487,2,13391,0,12601,2800,2,1000,1,1000,14027,50000
1699,86057,0,38,5000,0,-1,87780,89605,-1,1920,187000,1680,7785,-1,1920,0,9151,9151,340000
2162,48844,0,34,1898,0,0,49236,49335,0,27062,2000,43524,1996,0,2000,0,1300,27923,50000
14025,152626,2,28,8100,2,0,152858,156752,2,114389,500,161801,0,2,0,2,5300,89684,160000
1200,28628,0,39,2003,0,0,21075,29160,0,15874,0,17257,2400,0,317,0,190,9514,30000
150244,10668,-1,47,0,-1,0,454,-2,-1,143388,100,150198,456,0,2915,-1,24550,157758,480000
44626,98974,-1,45,10000,0,-1,31707,36829,-1,4155,9844,44433,31727,0,18,-1,2124,2114,200000
1700,13191,0,37,2000,0,0,17097,14659,0,20580,5000,18207,3000,0,3000,0,2500,22577,50000
1255,14110,0,41,0,2,0,14309,13591,0,15774,741,15320,1244,0,709,1,578,15950,30000
6500,67923,2,32,3200,2,3,67734,69412,2,75255,3000,73079,0,2,4000,1,2000,75757,140000
0,655,2,44,0,2,-2,-125,265,-2,-905,0,-515,0,-2,0,-1,0,-905,200000
3000,82683,2,46,4000,2,2,86472,84424,2,88526,3600,87157,4300,2,3700,2,3400,90355,260000
5000,88655,0,36,0,2,0,88931,86333,0,102903,6000,92441,4000,0,12000,2,4000,105240,150000
3502,23142,0,33,5494,0,0,30610,28202,0,18413,3000,30227,3202,0,3200,0,2500,17195,50000
15861,13059,-1,35,11526,-1,0,18301,11526,-1,2744,19682,15858,18305,-1,2744,-1,0,2144,150000
10814,36869,0,49,1615,0,0,28040,31255,0,9584,401,20799,2507,0,344,0,359,9788,50000
1293,38830,0,47,1600,0,0,30260,35866,0,19324,689,19187,8820,0,820,0,700,19192,50000
1700,41755,2,44,0,2,2,44084,40793,3,44939,2000,44763,3949,2,1200,2,2000,46078,50000
2500,50756,0,43,1934,0,0,49465,50552,0,10407,1000,40020,1917,0,500,0,500,9037,50000
6001,265120,0,33,9104,0,0,223383,238661,0,165129,6201,162196,9401,0,6001,0,6201,168295,280000
2543,112123,0,40,4089,0,0,117684,114344,0,58800,0,117344,5179,0,1176,-1,0,0,120000
4614,138811,0,39,5505,0,0,136893,136227,0,120550,4506,122820,4849,0,4600,0,3704,102054,170000
1306,17301,2,41,1295,2,0,17437,18015,0,18815,1547,18448,0,0,673,1,698,19210,30000
1000,20995,0,44,3000,0,-1,22300,21743,0,1290,0,4067,3007,-1,1290,0,0,0,50000
10036,119752,0,40,10030,0,0,108857,114952,0,96250,10030,103789,6053,0,6027,0,10028,95788,210000
6000,165665,2,47,2008,2,0,162360,163494,0,124915,9000,134989,6000,0,4000,2,2852,84959,220000
3000,22753,0,32,3000,0,0,23466,25046,0,29820,2000,25689,3000,0,4500,0,830,22082,80000
2000,24928,0,33,0,2,0,25832,24229,0,29922,0,27394,2000,0,3000,2,2600,31879,80000
1135,46827,0,32,2084,0,0,49550,48134,0,18727,335,48377,2500,0,497,0,514,19116,50000
7507,177027,0,42,7003,0,0,172514,173635,0,126964,5000,157768,6500,0,4500,0,5000,125456,180000
0,10603,0,39,1315,0,-2,12460,11735,0,0,0,0,1040,-2,0,0,0,0,100000
2000,8151,0,40,1153,0,0,10858,9011,0,13157,1000,12670,2000,0,1000,0,800,13742,20000
5000,48591,0,30,12000,0,0,50135,37944,0,19686,3000,49526,13000,0,4010,0,6000,19374,50000
0,6926,-2,31,1747,-2,-2,642,1747,-2,0,500,0,642,-2,0,-2,0,0,200000
1367,50479,0,25,1649,0,0,48735,48294,0,19246,673,45036,11890,0,668,0,675,18872,50000
1491,44620,0,43,1582,0,0,40350,33729,0,33459,9028,38812,15350,0,3459,0,1650,31650,80000
4666,-1590,-2,42,4666,-2,-2,-10922,-6256,-2,-20254,0,-15588,4666,-2,4666,-2,266,-24920,80000
3800,87021,2,36,2000,3,2,88909,86708,2,91355,3900,90352,4500,2,3400,2,3500,93241,150000
0,25601,3,35,2000,3,0,26185,26886,2,25751,1000,25470,0,0,1000,1,2000,27179,30000
1911,35815,0,49,1590,0,0,37344,36800,0,38522,1559,37933,1926,0,1500,0,1541,38519,140000
0,8415,3,36,2181,2,-1,9979,10305,2,1261,1261,1261,0,-1,1261,1,1261,1261,80000
4241,318022,0,36,10810,0,0,150062,321560,0,116315,2865,139555,4746,0,3275,0,3265,106541,320000
4000,15824,0,41,2000,0,0,9994,12781,0,9201,1000,10704,2000,0,1000,0,1000,6275,80000
1857,52708,0,38,2469,0,0,51166,51021,0,42183,1408,42718,2119,0,1418,0,1390,40909,110000
0,17803,0,34,1626,0,-2,19500,19126,0,0,0,0,1000,-2,0,0,0,0,30000
3050,38291,0,38,0,2,0,38180,37380,0,39720,1278,40524,1706,2,0,3,1565,39860,40000
0,166611,2,39,7820,2,0,172122,170196,2,171192,6500,167858,6100,0,6127,2,6503,174937,190000
2119,50517,0,43,2015,0,0,42674,48230,0,18007,1000,4593,1882,-1,45800,0,662,18230,50000
10440,279711,0,31,10143,0,0,271746,266417,0,199746,5830,260673,24932,0,6265,0,6275,182994,310000
1500,50785,0,43,3000,0,0,50981,48709,0,46555,0,45793,4414,0,1042,0,2000,38816,50000
0,2379,2,37,0,2,7,2379,2379,7,2379,0,2379,0,7,0,3,0,2379,30000
0,18402,0,34,2000,0,2,24633,19785,4,23289,3400,23961,5500,3,0,2,0,22779,30000
2500,13429,0,37,2500,0,0,17922,15688,0,22261,2500,20111,2500,0,2500,0,2500,24392,220000
1007,42015,0,32,1575,0,-2,29059,38897,0,-1961,66296,20799,1377,0,0,0,0,-1961,110000
0,10711,3,41,0,4,0,10092,10399,2,10000,0,9700,0,0,302,1,0,9900,10000
0,8557,2,47,0,2,0,11127,8271,2,11178,1900,10657,3000,0,1000,1,1000,11840,20000
1574,42617,0,38,1678,0,0,42214,42229,0,40846,1649,41405,2023,0,1375,0,1468,40385,110000
2481,87431,0,36,50005,0,0,110700,114959,0,50247,34675,58674,20010,0,20000,0,55827,85500,220000
4546,138329,0,38,6806,0,0,136377,138072,0,96986,4006,106241,4744,0,3672,0,3602,94665,140000
0,34326,0,43,3000,0,-2,3552,34110,0,0,0,0,3505,-2,0,0,0,0,50000
1193,13067,-1,34,6170,-1,-1,3439,6170,-1,381,542,1193,3444,-1,381,-1,1516,1516,180000
1200,26774,0,34,2000,0,0,29248,28014,0,19837,1000,29254,1694,0,8697,0,2000,14793,30000
1015,91016,0,36,1848,0,-1,19802,36706,0,4261,1681,11515,1394,0,99,0,47657,45718,130000
162546,33277,0,38,1869,0,0,38423,34292,0,202722,1977,197773,5000,0,5783,0,1689,46980,470000
0,0,-1,37,2062,-1,0,5056,2062,2,3700,2436,3050,3050,-1,3700,1,0,1900,230000
1400,49039,0,40,0,2,0,49235,47949,0,17063,650,49577,2058,0,762,1,1000,17634,50000
1255,42931,0,45,6004,0,0,43809,45556,0,20069,3002,36493,1805,0,1003,0,1111,20210,50000
0,116699,2,41,0,2,0,124745,113358,2,124237,5000,121249,14779,0,5000,2,10000,132252,150000
16281,9001,-1,36,1702,-1,0,1409,1687,-1,19880,25070,16200,1422,-1,20062,0,500,9110,500000
425,0,-2,40,256,-2,-2,0,256,-2,1529,590,425,0,-2,1529,-2,0,0,360000
20604,6088,-2,43,3436,-2,-2,7763,3405,-2,2367,13885,20573,7813,-2,2376,-2,11493,11486,350000
0,0,-2,42,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,180000
1464,50297,0,45,1939,0,0,48030,49944,0,31450,1500,32097,1547,0,1078,0,1225,29695,50000
0,7642,-2,37,0,0,-2,0,0,-2,0,0,0,0,-2,0,0,0,0,100000
16005,416678,0,34,16005,0,0,434836,424740,0,228568,8010,378571,18016,0,9005,0,9013,232668,430000
6744,187780,0,34,6781,0,0,192232,189924,0,190262,7182,186472,7071,0,6866,0,7203,193403,190000
3814,106455,0,40,6000,0,0,110937,109191,0,43207,1600,108869,5000,0,2000,0,1600,42954,110000
1300,9784,0,46,1885,0,0,12542,11195,0,14415,183,13619,1838,0,1000,0,1074,15281,20000
0,0,-2,35,0,-2,-1,0,0,-2,0,830,0,0,-2,0,1,970,970,100000
2000,91092,0,46,4000,0,0,66730,91229,0,29257,500,44850,3000,0,638,0,2000,24755,90000
5000,72269,0,50,4000,0,0,67150,75007,0,48974,2000,44374,3000,0,37000,0,2000,35396,80000
1572,19657,0,50,1273,0,2,17703,20141,0,19582,400,18954,1321,0,1200,0,700,19866,20000
0,10056,3,50,3000,2,3,12086,12571,2,13197,0,11595,0,2,1800,1,0,12700,20000
3722,78651,0,59,3454,0,0,82036,80199,0,81535,3374,82031,3725,0,3228,0,3281,81586,80000
4086,36428,2,52,2000,2,3,38630,37530,2,40806,1000,41774,2000,4,0,2,1500,41357,50000
8683,258397,0,66,9661,0,0,204503,236235,0,157159,6025,201259,9599,0,6970,0,56032,152357,370000
3000,58432,0,54,20000,0,-1,59388,58312,0,1341,25000,29941,3000,0,1000,0,2000,1876,60000
3500,204643,0,51,5805,0,0,84076,197993,0,70066,1901,77766,2965,0,2600,2,2500,62865,230000
1134,10171,0,50,2,2,0,8446,8150,0,8227,1000,8067,1281,0,294,1,305,8400,10000
5000,86229,0,56,55000,0,0,132615,134760,0,129293,5000,131213,5012,0,4516,0,5000,128379,170000
9800,102648,0,50,5400,0,0,108770,106410,0,112063,8700,115325,5491,2,0,0,4300,114484,190000
15620,2900,-2,51,17646,-2,-2,0,17646,-2,5200,2750,15620,0,-2,5200,-2,1355,1355,480000
2000,42807,2,48,2700,2,2,45470,44489,2,45377,0,46424,2000,2,0,2,3800,48441,50000
10928,247868,0,52,9000,0,0,258032,251246,0,267083,10125,263163,10842,0,9700,0,10000,272706,280000
2300,55753,2,54,2600,2,2,58039,56839,2,59620,2400,58792,2700,2,2400,2,2300,60819,110000
2129,73223,0,53,2001,0,0,64075,66672,0,60089,1997,63922,2048,0,1660,0,1568,53326,260000
0,0,-2,67,0,-2,-2,0,0,-2,0,0,0,0,-2,0,-2,0,0,450000
0,0,-1,30,851,-1,-1,1585,851,-1,-1,0,-1,1589,-2,0,1,2995,2994,100000
1025,788,-1,28,1000,-1,0,736,736,-1,27289,1100,1025,736,0,27000,-1,2000,28142,300000
1510,21730,-1,33,20000,-1,-2,8660,20000,0,-24,5189,10013,8660,0,0,-1,0,-24,360000
9014,233441,0,28,9000,0,0,242446,236496,0,197644,6034,207633,10307,0,6029,0,6014,193724,240000
2450,55563,0,33,2520,0,0,54293,55222,0,51558,1826,53294,2510,0,1676,2,1900,52800,140000
6,8278,0,21,1304,0,0,10084,7888,2,9699,0,9699,2500,0,0,0,0,0,10000
1149,46811,-1,22,1036,0,-1,50622,40458,0,15311,385,42132,50622,-1,15311,0,19387,19387,50000
1400,48690,0,24,2078,0,0,49450,48384,0,9472,500,49706,2144,0,339,2,352,9671,50000
390,390,-1,23,390,-1,-1,390,390,-1,390,390,390,390,-1,390,-1,540,540,80000
2187,10994,0,24,1500,0,2,15967,12006,0,16996,0,17576,4500,2,0,0,1500,18223,20000
1600,16027,0,23,1600,0,0,17451,16740,0,18239,654,18141,1600,0,1000,0,663,18302,20000
1400,27013,0,23,1470,0,0,26249,26590,0,17650,0,22721,1889,0,384,0,1000,25602,30000
1000,6967,2,22,2523,0,0,8908,9199,0,9680,3535,9676,0,0,4,0,167,8343,10000
2000,6805,0,23,2000,0,0,10303,8449,0,10619,2009,11737,2000,0,1000,0,40002,49872,80000
1600,7668,0,23,1500,0,0,10077,8878,0,11320,600,11203,1500,0,600,0,500,11487,70000
1000,8922,-1,22,1275,0,-1,187,6698,0,0,623,1187,187,0,0,0,1405,1405,30000
1439,26953,0,29,1741,0,0,27835,27412,0,28345,1411,28215,2000,0,959,0,1500,29055,30000
1468,50649,0,24,1905,0,0,49903,50607,0,29635,1193,41083,1801,0,1043,0,1085,30261,50000
0,41740,2,23,2000,2,2,43878,42755,2,45701,1600,42877,2100,2,3850,2,1900,46720,50000
0,0,-2,23,0,-2,-2,0,0,-2,0,0,0,0,-2,0,1,0,0,50000
5667,3075,0,25,61058,-1,-1,58058,59808,0,5575,0,59679,2186,0,1200,0,2000,1733,60000
3005,31331,0,22,0,2,2,28267,24544,0,29284,5000,30470,5600,0,1200,2,0,25762,30000
2204,50653,0,23,2190,0,0,47995,49348,0,27828,1047,40226,2027,0,996,2,1031,28411,50000
2000,28049,0,24,2000,0,0,25728,27383,0,23593,1000,26521,1500,0,1000,0,1000,21963,30000
1730,29047,0,23,1508,0,0,29659,30062,2,18770,1000,29274,3016,2,16,0,1001,13960,30000
3000,127125,0,25,4000,0,0,79306,78165,0,83635,5000,80974,3000,0,5000,0,5000,87287,130000
3000,38487,0,25,5000,0,0,41535,41186,0,39581,2000,36973,5000,0,4000,0,5000,41817,50000
6000,175435,2,25,24720,0,0,190716,195581,0,129960,5000,132731,0,0,40450,0,13000,66747,200000
1275,13542,0,24,1543,0,0,15571,14852,0,17067,1340,16584,1262,0,758,0,638,34262,20000
3000,36081,0,25,2500,0,0,38116,37194,0,58737,2000,39902,2000,0,20000,0,3000,56902,60000
1960,74377,0,24,3000,0,0,78366,76137,0,80000,0,78400,3455,0,2000,0,0,80000,80000
1535,78737,0,24,2300,0,0,55284,63494,0,42541,2000,42693,2000,0,1183,0,1500,34197,230000
2190,70888,0,24,2900,0,0,65248,63903,0,64209,2413,62958,3000,0,2201,0,2181,59482,70000
1449,29304,0,25,0,2,0,29906,28534,0,28915,1281,30524,1831,0,1100,1,1051,29524,30000
3520,43627,0,24,3000,0,0,40205,39981,0,39908,2000,43024,2001,2,0,0,2000,40731,50000
1160,15389,0,25,1270,0,0,17195,16397,0,16236,0,17499,1341,0,556,0,600,10400,20000
1303,15248,0,27,1265,0,0,17282,16255,0,18661,0,18293,1292,0,671,0,1800,20157,20000
2811,70940,0,25,2533,0,0,71230,70639,0,41679,1103,68655,3098,0,1281,0,1069,29887,70000
330,10401,-1,26,18480,-1,-1,330,18480,-1,330,480,330,330,-1,330,0,330,330,210000
3000,40491,0,27,2003,0,0,42725,41522,0,42422,0,40802,2206,0,3000,0,8000,47912,50000
1101,140947,0,27,5000,0,0,95250,121059,0,44425,70181,55070,3709,0,2000,0,152,7582,150000
4000,105786,0,27,9000,0,0,116918,113850,0,122914,4000,119929,4000,0,4000,0,4000,125910,300000
363,-3,-2,27,0,-2,-2,-3,-3,-2,0,0,360,0,-2,0,-2,0,0,200000
6000,147646,0,31,7001,0,0,156784,150703,0,159123,5400,156230,10000,0,5200,0,6000,163152,280000
0,33243,0,23,2000,0,-2,12594,16290,0,0,0,0,2010,-2,0,0,0,0,50000
0,32183,2,26,2820,0,2,39559,34454,4,37721,0,38640,6000,3,0,0,3000,39965,80000
5900,124573,0,27,5800,0,0,125319,122730,0,124170,4400,125283,5900,0,4300,0,4600,125140,160000
5000,45373,2,27,4747,0,0,48308,49363,0,56416,23999,51616,0,0,5000,0,0,21680,60000
1600,18985,2,29,3100,2,0,19658,20271,0,19630,270,20086,0,0,400,2,393,19627,20000
326,326,-2,27,326,-2,-2,326,326,-2,326,326,326,326,-2,326,-2,326,326,230000
20000,35199,0,28,1588,0,0,36343,36206,0,45694,1746,45180,1971,0,914,-1,0,45694,150000
1203,46879,0,26,2569,0,0,49284,48368,0,6991,163,7002,2485,0,192,0,199,7137,50000
3000,35988,0,26,1700,0,0,25230,26708,0,27748,1136,26999,2000,0,1500,0,1200,28351,50000
1300,5150,0,27,0,2,0,5941,4922,0,7120,420,6984,1257,0,400,1,410,7267,10000
8065,252354,2,29,11783,2,0,252087,258503,0,177663,5000,246649,0,0,5404,2,5000,125960,250000
6411,9418,-1,29,0,-1,-1,2331,-897,-1,3125,10909,3596,5028,-1,3155,-1,2702,2702,180000
8568,209234,0,29,7280,0,0,200654,205458,0,192735,6883,196308,7360,0,6600,0,6711,190735,350000
0,1242,-2,31,0,-2,2,0,0,-2,3394,37895,0,0,-1,3394,-2,0,3244,250000
7981,100064,0,29,6029,0,0,104440,95224,0,71519,3000,88467,30000,0,3000,0,3000,63150,140000
39685,390,-1,28,390,-1,0,390,390,-1,40109,4696,39685,780,0,1337,-1,5000,41303,50000
0,4122,-1,28,2000,-1,-2,0,1770,-2,0,0,0,0,-2,0,0,0,0,160000
0,14320,4,31,0,5,0,13403,13815,3,12019,480,12888,86,2,0,-1,435,11500,20000
2331,17942,0,28,0,2,0,18081,17361,0,19487,2000,20108,1304,2,0,2,16000,35160,60000
2300,54313,2,29,4600,2,0,59271,57988,2,58453,6300,60013,2800,2,0,2,2800,60155,80000
1200,9383,-1,29,37465,-1,0,21244,37303,0,27761,30966,7422,21321,-1,27761,-1,5548,21715,200000
6500,51822,0,29,2000,0,0,57088,52960,0,65284,5000,62868,5000,0,3000,0,5000,69663,140000
15000,393415,0,27,0,2,2,375899,379486,0,395430,12000,374302,16000,0,29000,2,0,384825,390000
0,16666,-1,28,1000,-1,-2,16666,1000,-1,0,0,0,16666,-2,0,-1,0,0,300000
4500,43629,2,29,3790,2,0,45354,46376,2,48027,1736,49086,0,2,0,2,1751,49037,50000
0,44996,0,28,2100,0,0,48989,46045,2,51088,4000,47900,4000,0,4000,0,4000,54256,170000
5130,8926,-1,25,700,-1,-1,610,700,-1,12050,8888,5130,610,-1,12050,-1,4970,4970,200000
4700,12744,0,24,0,2,2,16215,12243,0,19990,3390,20490,4200,2,0,1,0,0,50000
1500,27402,0,26,1500,0,0,28017,26455,0,28143,1000,25011,4022,0,3500,0,1000,24712,60000
1500,15513,0,22,3000,0,0,18652,17908,0,19206,0,19156,1666,0,592,0,1284,19948,20000
1500,17040,0,26,0,2,0,17203,16474,0,18929,1011,18411,1300,0,824,1,696,19171,20000
9600,183512,0,32,7700,0,0,176105,172194,0,134590,5000,171475,8254,0,4712,0,4995,133146,180000
0,5997,2,46,0,2,4,9629,5753,2,11411,0,9328,4000,2,2395,3,0,10652,10000
1800,48818,0,35,2200,0,0,50892,49796,0,48813,2000,50769,2200,0,1900,0,2000,49874,50000
0,2400,2,41,0,2,7,2400,2400,7,2400,0,2400,0,7,0,3,0,2400,10000
3000,76023,0,34,0,2,0,68034,73213,0,30252,2500,68602,3000,0,1508,1,20000,47363,70000
4031,105433,0,38,4008,0,0,103690,107065,0,97096,2810,105447,3920,0,4000,0,3000,77197,110000
0,2500,2,31,0,2,2,2500,2500,2,2500,0,2500,0,2,0,3,0,2500,360000
3100,79216,0,42,3000,0,0,82708,80905,0,86134,8400,84433,3100,0,3100,0,3500,88251,180000
1008,40831,0,27,1617,0,-1,28178,34613,0,572,1100,23199,1616,0,1036,0,28848,27425,60000
2780,25248,0,29,0,2,0,26823,24549,0,28389,1500,29157,3000,2,0,2,1100,29036,80000
4845,127544,0,36,5963,0,0,124824,126771,0,100585,3590,123174,6316,0,3471,0,3673,97687,130000
4012,47815,0,29,2500,0,0,51082,49216,0,19839,3000,46983,3009,0,3000,0,2000,16389,50000
2000,50696,0,33,5000,0,0,56444,54841,0,55288,2500,53183,2500,0,3000,0,2700,55782,60000
5000,43071,0,34,5000,0,0,51424,47338,0,5515,5000,45121,5000,0,5000,0,5000,10424,70000
0,177221,0,46,7053,0,-2,166064,169897,0,0,0,0,6520,-2,0,0,0,0,240000
14000,137171,0,31,6600,0,2,144515,141486,0,156565,5800,154587,6800,2,6000,2,0,153965,310000
800,25922,2,33,55,2,0,16820,25154,2,16179,634,15860,4500,0,582,1,1000,16915,50000
8007,3491,-1,31,3878,-2,-1,8796,3859,-1,5310,24446,7991,8863,-2,5362,1,14695,14655,380000
1000,1911,0,33,1189,0,0,4057,3079,0,1920,0,1920,1167,0,0,0,0,0,150000
1000,8720,0,39,4000,0,3,16020,12241,2,20906,600,16457,4000,2,4750,0,0,20289,20000
2350,205530,-1,34,380,-1,-1,380,380,-1,103030,1570,2350,380,-1,103030,0,380,380,230000
1353,18631,0,34,3000,0,0,15729,18831,0,14103,5000,11907,3000,0,5000,0,3000,14413,150000
2200,59127,0,36,2200,0,0,61641,60344,0,57116,2293,60715,2300,0,2060,0,2119,58318,260000
8112,7939,-1,41,6629,-1,-1,6994,6610,-1,25715,12595,8102,7034,-1,25715,-1,11350,11350,150000
4377,4823,-1,48,5491,-1,-1,8422,5471,-1,3910,2120,4377,9683,-1,3918,-1,2431,2431,60000
5500,94635,3,25,5400,3,4,100536,97592,3,104886,5200,103478,5400,4,4600,2,4600,107220,120000
10000,133797,3,25,14000,2,2,140383,144095,2,142795,5100,146531,0,3,0,1,0,136981,200000
1062,22501,2,29,2429,0,-2,8762,20210,0,0,0,6200,5,0,0,0,0,0,30000
107139,2229,-1,33,1000,0,0,2740,3140,-1,105188,4696,107139,2740,0,4000,0,4000,104418,260000
2000,20103,0,29,2000,0,0,23122,21466,0,26365,2000,24654,2000,0,2000,0,2000,25844,50000
1209,26597,0,29,1732,0,0,25567,27141,0,20911,748,21794,1408,0,622,0,600,14023,310000
25012,27866,-2,36,1062,-2,-2,27610,1062,-2,2506,11952,18133,27648,-2,2506,-2,169233,169233,500000
1500,6447,0,36,10000,0,0,15576,14383,0,17096,1000,16524,2000,0,1000,-1,1000,12144,300000
949,26667,0,31,1455,0,0,30611,27675,2,28245,584,30647,3391,2,0,0,745,24357,30000
326974,0,-2,32,0,-2,0,-10542,0,-2,146948,6000,148287,1685,0,5200,-2,5500,148772,200000
28776,2446,-1,33,326,-1,-2,0,326,-1,0,0,28776,0,-1,0,-1,0,0,120000
522,20625,0,31,1700,0,-2,0,21386,-1,0,0,522,0,-1,0,0,0,0,170000
